ID,Wort (Deutsch),Artikel,Plural,Wortart,Bedeutung (Indonesisch),Niveau,Thema (Netzwerk Neu),Beispielsatz (Deutsch),Beispielsatz (Indonesisch)
"wort-2183","abbleiben","","","Verb","tinggal / tetap berada (ab-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'abbleiben' berarti tinggal / tetap berada (mulai dari/melepaskan)."
"wort-2184","aufbleiben","","","Verb","tinggal / tetap berada (auf-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'aufbleiben' berarti tinggal / tetap berada (ke atas/terbuka)."
"wort-2185","ausbleiben","","","Verb","tinggal / tetap berada (aus-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'ausbleiben' berarti tinggal / tetap berada (keluar/dari)."
"wort-2186","beibleiben","","","Verb","tinggal / tetap berada (bei-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beibleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'beibleiben' berarti tinggal / tetap berada (pada/di dekat)."
"wort-2187","einbleiben","","","Verb","tinggal / tetap berada (ein-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'einbleiben' berarti tinggal / tetap berada (ke dalam/memasuki)."
"wort-2188","mitbleiben","","","Verb","tinggal / tetap berada (mit-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'mitbleiben' berarti tinggal / tetap berada (bersama/turut)."
"wort-2189","nachbleiben","","","Verb","tinggal / tetap berada (nach-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'nachbleiben' berarti tinggal / tetap berada (menuju/sesudah)."
"wort-2190","vorbleiben","","","Verb","tinggal / tetap berada (vor-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'vorbleiben' berarti tinggal / tetap berada (di depan/sebelum)."
"wort-2191","zubleiben","","","Verb","tinggal / tetap berada (zu-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zubleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'zubleiben' berarti tinggal / tetap berada (menutup/ke arah)."
"wort-2192","überbleiben","","","Verb","tinggal / tetap berada (über-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'überbleiben' berarti tinggal / tetap berada (melalui/melebihi)."
"wort-2193","unterbleiben","","","Verb","tinggal / tetap berada (unter-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'unterbleiben' berarti tinggal / tetap berada (di bawah)."
"wort-2194","verbleiben","","","Verb","tinggal / tetap berada (ver-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'verbleiben' berarti tinggal / tetap berada (proses perubahan)."
"wort-2195","entbleiben","","","Verb","tinggal / tetap berada (ent-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'entbleiben' berarti tinggal / tetap berada (melepaskan diri)."
"wort-2196","bebleiben","","","Verb","tinggal / tetap berada (be-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'bebleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'bebleiben' berarti tinggal / tetap berada (mengenai objek)."
"wort-2197","zerbleiben","","","Verb","tinggal / tetap berada (zer-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'zerbleiben' berarti tinggal / tetap berada (menghancurkan)."
"wort-2198","wiederbleiben","","","Verb","tinggal / tetap berada (wieder-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederbleiben' sehr häufig: Wir bleiben auch in schwierigen Zeiten motiviert.","Dalam bahasa Jerman kata 'wiederbleiben' berarti tinggal / tetap berada (kembali/ulang)."
"wort-2199","anzeigen","","","Verb","menunjukkan (an-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'anzeigen' berarti menunjukkan (pada/ke)."
"wort-2200","abzeigen","","","Verb","menunjukkan (ab-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'abzeigen' berarti menunjukkan (mulai dari/melepaskan)."
"wort-2201","aufzeigen","","","Verb","menunjukkan (auf-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'aufzeigen' berarti menunjukkan (ke atas/terbuka)."
"wort-2202","auszeigen","","","Verb","menunjukkan (aus-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'auszeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'auszeigen' berarti menunjukkan (keluar/dari)."
"wort-2203","beizeigen","","","Verb","menunjukkan (bei-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beizeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'beizeigen' berarti menunjukkan (pada/di dekat)."
"wort-2204","einzeigen","","","Verb","menunjukkan (ein-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'einzeigen' berarti menunjukkan (ke dalam/memasuki)."
"wort-2205","mitzeigen","","","Verb","menunjukkan (mit-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'mitzeigen' berarti menunjukkan (bersama/turut)."
"wort-2206","nachzeigen","","","Verb","menunjukkan (nach-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'nachzeigen' berarti menunjukkan (menuju/sesudah)."
"wort-2207","vorzeigen","","","Verb","menunjukkan (vor-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'vorzeigen' berarti menunjukkan (di depan/sebelum)."
"wort-2208","zuzeigen","","","Verb","menunjukkan (zu-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'zuzeigen' berarti menunjukkan (menutup/ke arah)."
"wort-2209","überzeigen","","","Verb","menunjukkan (über-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'überzeigen' berarti menunjukkan (melalui/melebihi)."
"wort-2210","unterzeigen","","","Verb","menunjukkan (unter-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'unterzeigen' berarti menunjukkan (di bawah)."
"wort-2211","verzeigen","","","Verb","menunjukkan (ver-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'verzeigen' berarti menunjukkan (proses perubahan)."
"wort-2212","entzeigen","","","Verb","menunjukkan (ent-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'entzeigen' berarti menunjukkan (melepaskan diri)."
"wort-2213","bezeigen","","","Verb","menunjukkan (be-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'bezeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'bezeigen' berarti menunjukkan (mengenai objek)."
"wort-2214","zerzeigen","","","Verb","menunjukkan (zer-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'zerzeigen' berarti menunjukkan (menghancurkan)."
"wort-2215","wiederzeigen","","","Verb","menunjukkan (wieder-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederzeigen' sehr häufig: Die Daten zeigen eine deutliche Besserung.","Dalam bahasa Jerman kata 'wiederzeigen' berarti menunjukkan (kembali/ulang)."
"wort-2216","anführen","","","Verb","memimpin / mengarahkan (an-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'anführen' berarti memimpin / mengarahkan (pada/ke)."
"wort-2217","abführen","","","Verb","memimpin / mengarahkan (ab-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'abführen' berarti memimpin / mengarahkan (mulai dari/melepaskan)."
"wort-2218","aufführen","","","Verb","memimpin / mengarahkan (auf-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'aufführen' berarti memimpin / mengarahkan (ke atas/terbuka)."
"wort-2219","ausführen","","","Verb","memimpin / mengarahkan (aus-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'ausführen' berarti memimpin / mengarahkan (keluar/dari)."
"wort-2220","beiführen","","","Verb","memimpin / mengarahkan (bei-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beiführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'beiführen' berarti memimpin / mengarahkan (pada/di dekat)."
"wort-2221","einführen","","","Verb","memimpin / mengarahkan (ein-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'einführen' berarti memimpin / mengarahkan (ke dalam/memasuki)."
"wort-2222","mitführen","","","Verb","memimpin / mengarahkan (mit-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'mitführen' berarti memimpin / mengarahkan (bersama/turut)."
"wort-2223","nachführen","","","Verb","memimpin / mengarahkan (nach-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'nachführen' berarti memimpin / mengarahkan (menuju/sesudah)."
"wort-2224","vorführen","","","Verb","memimpin / mengarahkan (vor-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'vorführen' berarti memimpin / mengarahkan (di depan/sebelum)."
"wort-2225","zuführen","","","Verb","memimpin / mengarahkan (zu-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'zuführen' berarti memimpin / mengarahkan (menutup/ke arah)."
"wort-2226","überführen","","","Verb","memimpin / mengarahkan (über-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'überführen' berarti memimpin / mengarahkan (melalui/melebihi)."
"wort-2227","unterführen","","","Verb","memimpin / mengarahkan (unter-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'unterführen' berarti memimpin / mengarahkan (di bawah)."
"wort-2228","verführen","","","Verb","memimpin / mengarahkan (ver-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'verführen' berarti memimpin / mengarahkan (proses perubahan)."
"wort-2229","entführen","","","Verb","memimpin / mengarahkan (ent-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'entführen' berarti memimpin / mengarahkan (melepaskan diri)."
"wort-2230","beführen","","","Verb","memimpin / mengarahkan (be-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'beführen' berarti memimpin / mengarahkan (mengenai objek)."
"wort-2231","zerführen","","","Verb","memimpin / mengarahkan (zer-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'zerführen' berarti memimpin / mengarahkan (menghancurkan)."
"wort-2232","wiederführen","","","Verb","memimpin / mengarahkan (wieder-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'wiederführen' berarti memimpin / mengarahkan (kembali/ulang)."
"wort-2233","anleben","","","Verb","hidup (an-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'anleben' berarti hidup (pada/ke)."
"wort-2234","ableben","","","Verb","hidup (ab-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ableben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'ableben' berarti hidup (mulai dari/melepaskan)."
"wort-2235","aufleben","","","Verb","hidup (auf-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'aufleben' berarti hidup (ke atas/terbuka)."
"wort-2236","ausleben","","","Verb","hidup (aus-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'ausleben' berarti hidup (keluar/dari)."
"wort-2237","beileben","","","Verb","hidup (bei-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beileben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'beileben' berarti hidup (pada/di dekat)."
"wort-2238","einleben","","","Verb","hidup (ein-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'einleben' berarti hidup (ke dalam/memasuki)."
"wort-2239","mitleben","","","Verb","hidup (mit-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'mitleben' berarti hidup (bersama/turut)."
"wort-2240","nachleben","","","Verb","hidup (nach-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'nachleben' berarti hidup (menuju/sesudah)."
"wort-2241","vorleben","","","Verb","hidup (vor-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'vorleben' berarti hidup (di depan/sebelum)."
"wort-2242","zuleben","","","Verb","hidup (zu-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'zuleben' berarti hidup (menutup/ke arah)."
"wort-2243","überleben","","","Verb","hidup (über-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'überleben' berarti hidup (melalui/melebihi)."
"wort-2244","unterleben","","","Verb","hidup (unter-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'unterleben' berarti hidup (di bawah)."
"wort-2245","verleben","","","Verb","hidup (ver-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'verleben' berarti hidup (proses perubahan)."
